mp_index,battery_formula,formula_discharge,framework_formula,preliminary_family,cv_group,average_voltage,target,protocol,model,y_true,y_pred_oof,abs_error,capacity_grav,energy_grav,stability_worst,target_property,best_model
107,Na1-2CePCO7,Na2CePCO7,CePCO7,phosphate_or_NASICON_like,CePCO7,,capacity_grav,C_strict_post_DFT,ExtraTrees,78.57925159556763,78.981503553495,0.4022519579273762,78.57925159556763,,,capacity_grav,ExtraTrees
108,Na4-6Cr2C4SO16,Na6Cr2C4SO16,Cr2C4SO16,sulfate_like,Cr2C4SO16,,capacity_grav,C_strict_post_DFT,ExtraTrees,92.73403382297106,95.99253379992037,3.2584999769492957,92.73403382297106,,,capacity_grav,ExtraTrees
109,Na0-0.75WO3,Na3(WO3)4,WO3,transition_metal_oxide_like,WO3,,capacity_grav,C_strict_post_DFT,ExtraTrees,80.70125394527919,92.74933134556166,12.048077400282466,80.70125394527919,,,capacity_grav,ExtraTrees
110,Na4-6Bi2P(CO4)4,Na6Bi2P(CO4)4,Bi2P(CO4)4,phosphate_or_NASICON_like,Bi2P(CO4)4,,capacity_grav,C_strict_post_DFT,ExtraTrees,60.166773561902986,58.27926301080433,1.8875105510986567,60.166773561902986,,,capacity_grav,ExtraTrees
111,Na4-6B4Sb2SO16,Na6B4Sb2SO16,B4Sb2SO16,sulfate_like,B4Sb2SO16,,capacity_grav,C_strict_post_DFT,ExtraTrees,75.20499399728025,78.92646975419741,3.721475756917158,75.20499399728025,,,capacity_grav,ExtraTrees
112,Na0-2VF5,Na2VF5,VF5,other_or_unclear,VF5,,capacity_grav,C_strict_post_DFT,ExtraTrees,279.3085775932417,247.3772001736084,31.931377419633293,279.3085775932417,,,capacity_grav,ExtraTrees
113,Na0-3CrF6,Na3CrF6,CrF6,other_or_unclear,CrF6,,capacity_grav,C_strict_post_DFT,ExtraTrees,342.21089320931486,240.65173135628277,101.55916185303212,342.21089320931486,,,capacity_grav,ExtraTrees
114,Na0-1MnF3,NaMnF3,MnF3,other_or_unclear,MnF3,,capacity_grav,C_strict_post_DFT,ExtraTrees,198.64275476957155,208.86626704320088,10.223512273629323,198.64275476957155,,,capacity_grav,ExtraTrees
115,Na0-1VF4,NaVF4,VF4,other_or_unclear,VF4,,capacity_grav,C_strict_post_DFT,ExtraTrees,178.7660645353225,201.21965314677095,22.45358861144848,178.7660645353225,,,capacity_grav,ExtraTrees
116,Na0-2LiMnF6,Na2LiMnF6,LiMnF6,other_or_unclear,LiMnF6,,capacity_grav,C_strict_post_DFT,ExtraTrees,241.61912663054147,242.3388811573152,0.7197545267736984,241.61912663054147,,,capacity_grav,ExtraTrees
117,Na0-2CoP2O7,Na2CoP2O7,CoP2O7,phosphate_or_NASICON_like,CoP2O7,,capacity_grav,C_strict_post_DFT,ExtraTrees,192.22448585035423,179.82073378637347,12.40375206398076,192.22448585035423,,,capacity_grav,ExtraTrees
118,Na0-3Fe2(PO4)3,Na3Fe2(PO4)3,Fe2(PO4)3,phosphate_or_NASICON_like,Fe2(PO4)3,,capacity_grav,C_strict_post_DFT,ExtraTrees,172.69982456025753,170.05291688804567,2.646907672211853,172.69982456025753,,,capacity_grav,ExtraTrees
119,Na1-3CoPCO7,Na3CoPCO7,CoPCO7,phosphate_or_NASICON_like,CoPCO7,,capacity_grav,C_strict_post_DFT,ExtraTrees,189.48825786910663,182.0448283395516,7.443429529555061,189.48825786910663,,,capacity_grav,ExtraTrees
120,Na0-7Cr4P9O32,Na7Cr4P9O32,Cr4P9O32,phosphate_or_NASICON_like,Cr4P9O32,,capacity_grav,C_strict_post_DFT,ExtraTrees,161.78085102327796,149.35251707245305,12.428333950824936,161.78085102327796,,,capacity_grav,ExtraTrees
121,Na0-2NiH12(SO7)2,Na2NiH12(SO7)2,NiH12(SO7)2,sulfate_like,NiH12(SO7)2,,capacity_grav,C_strict_post_DFT,ExtraTrees,132.38901012963962,113.09040329962616,19.29860683001345,132.38901012963962,,,capacity_grav,ExtraTrees
122,Na0-1CoPO4,NaCoPO4,CoPO4,phosphate_or_NASICON_like,CoPO4,,capacity_grav,C_strict_post_DFT,ExtraTrees,151.51125369018754,146.41511203942116,5.096141650766384,151.51125369018754,,,capacity_grav,ExtraTrees
123,Na0-2CoH8(SO6)2,Na2CoH8(SO6)2,CoH8(SO6)2,sulfate_like,CoH8(SO6)2,,capacity_grav,C_strict_post_DFT,ExtraTrees,145.2264961768974,114.34368095682662,30.882815220070786,145.2264961768974,,,capacity_grav,ExtraTrees
124,Na0-7Fe4P9O32,Na7Fe4P9O32,Fe4P9O32,phosphate_or_NASICON_like,Fe4P9O32,,capacity_grav,C_strict_post_DFT,ExtraTrees,159.66119073650506,143.30239081700915,16.358799919495908,159.66119073650506,,,capacity_grav,ExtraTrees
125,Na0-1K2CrF6,K2NaCrF6,K2CrF6,other_or_unclear,K2CrF6,,capacity_grav,C_strict_post_DFT,ExtraTrees,100.3151229072788,100.4472362194687,0.1321133121899009,100.3151229072788,,,capacity_grav,ExtraTrees
126,Na0-2Mn(PO3)5,Na2Mn(PO3)5,Mn(PO3)5,phosphate_or_NASICON_like,Mn(PO3)5,,capacity_grav,C_strict_post_DFT,ExtraTrees,108.11901265974252,99.62478940708804,8.494223252654479,108.11901265974252,,,capacity_grav,ExtraTrees
127,Na0-3Fe3(PO4)4,Na3Fe3(PO4)4,Fe3(PO4)4,phosphate_or_NASICON_like,Fe3(PO4)4,,capacity_grav,C_strict_post_DFT,ExtraTrees,130.44415919359105,130.51414783594566,0.0699886423546161,130.44415919359105,,,capacity_grav,ExtraTrees
128,Na0-1CoO2,NaCoO2,CoO2,transition_metal_oxide_like,CoO2,,capacity_grav,C_strict_post_DFT,ExtraTrees,235.2621671087404,235.09375782625335,0.1684092824870333,235.2621671087404,,,capacity_grav,ExtraTrees
129,Na0-1CrP2O7,NaCrP2O7,CrP2O7,phosphate_or_NASICON_like,CrP2O7,,capacity_grav,C_strict_post_DFT,ExtraTrees,107.6670871431986,106.71341014499868,0.95367699819991,107.6670871431986,,,capacity_grav,ExtraTrees
130,Na0-1NiPO4,NaNiPO4,NiPO4,phosphate_or_NASICON_like,NiPO4,,capacity_grav,C_strict_post_DFT,ExtraTrees,151.71691861604813,151.14323520766743,0.5736834083807025,151.71691861604813,,,capacity_grav,ExtraTrees
131,Na1.5-3NiPCO7,Na3NiPCO7,NiPCO7,phosphate_or_NASICON_like,NiPCO7,,capacity_grav,C_strict_post_DFT,ExtraTrees,142.23676513448655,120.83198590311292,21.40477923137364,142.23676513448655,,,capacity_grav,ExtraTrees
132,Na0-1FeP2O7,NaFeP2O7,FeP2O7,phosphate_or_NASICON_like,FeP2O7,,capacity_grav,C_strict_post_DFT,ExtraTrees,106.02770516065304,103.787076155887,2.240629004766049,106.02770516065304,,,capacity_grav,ExtraTrees
133,Na0-1CoO2,NaCoO2,CoO2,transition_metal_oxide_like,CoO2,,capacity_grav,C_strict_post_DFT,ExtraTrees,235.2621671087404,225.6962424864114,9.56592462232902,235.2621671087404,,,capacity_grav,ExtraTrees
134,Na0-1CoPO4,NaCoPO4,CoPO4,phosphate_or_NASICON_like,CoPO4,,capacity_grav,C_strict_post_DFT,ExtraTrees,151.51125369018754,149.0904117591585,2.420841931029031,151.51125369018754,,,capacity_grav,ExtraTrees
135,Na0-1CuO2,NaCuO2,CuO2,transition_metal_oxide_like,CuO2,,capacity_grav,C_strict_post_DFT,ExtraTrees,226.1068758941872,219.98644149294583,6.12043440124134,226.1068758941872,,,capacity_grav,ExtraTrees
136,Na0-1NiPO4,NaNiPO4,NiPO4,phosphate_or_NASICON_like,NiPO4,,capacity_grav,C_strict_post_DFT,ExtraTrees,151.71691861604813,151.55021010962406,0.1667085064240723,151.71691861604813,,,capacity_grav,ExtraTrees
137,Na0-1K2CoF6,K2NaCoF6,K2CoF6,other_or_unclear,K2CoF6,,capacity_grav,C_strict_post_DFT,ExtraTrees,97.7763772231208,99.98394963182336,2.2075724087025463,97.7763772231208,,,capacity_grav,ExtraTrees
138,Na0-4Co3P4O15,Na4Co3P4O15,Co3P4O15,phosphate_or_NASICON_like,Co3P4O15,,capacity_grav,C_strict_post_DFT,ExtraTrees,169.45676280312333,166.65873378507382,2.7980290180495047,169.45676280312333,,,capacity_grav,ExtraTrees
139,Na0-1CoPO4,NaCoPO4,CoPO4,phosphate_or_NASICON_like,CoPO4,,capacity_grav,C_strict_post_DFT,ExtraTrees,151.51125369018754,153.5199530296829,2.008699339495365,151.51125369018754,,,capacity_grav,ExtraTrees
140,Na0-1CoPO4,NaCoPO4,CoPO4,phosphate_or_NASICON_like,CoPO4,,capacity_grav,C_strict_post_DFT,ExtraTrees,151.51125369018754,153.8478037106945,2.3365500205069623,151.51125369018754,,,capacity_grav,ExtraTrees
141,Na1-3MnAsCO7,Na3MnAsCO7,MnAsCO7,transition_metal_oxide_like,MnAsCO7,,capacity_grav,C_strict_post_DFT,ExtraTrees,166.03802903051624,163.7376103515384,2.3004186789778487,166.03802903051624,,,capacity_grav,ExtraTrees
142,Na1-3CoAsCO7,Na3CoAsCO7,CoAsCO7,transition_metal_oxide_like,CoAsCO7,,capacity_grav,C_strict_post_DFT,ExtraTrees,164.00839402719313,166.13861804269035,2.13022401549722,164.00839402719313,,,capacity_grav,ExtraTrees
143,Na0-1K2NiF6,K2NaNiF6,K2NiF6,other_or_unclear,K2NiF6,,capacity_grav,C_strict_post_DFT,ExtraTrees,97.86198817079767,99.3242985211888,1.4623103503911352,97.86198817079767,,,capacity_grav,ExtraTrees
144,Na0-4Ni5(P3O11)2,Na4Ni5(P3O11)2,Ni5(P3O11)2,phosphate_or_NASICON_like,Ni5(P3O11)2,,capacity_grav,C_strict_post_DFT,ExtraTrees,116.11729417209374,112.27024077445996,3.847053397633772,116.11729417209374,,,capacity_grav,ExtraTrees
145,Na1-3MoF6,Na3MoF6,MoF6,other_or_unclear,MoF6,,capacity_grav,C_strict_post_DFT,ExtraTrees,192.1943877809533,159.29356683154035,32.900820949412946,192.1943877809533,,,capacity_grav,ExtraTrees
146,Na0-4Ni3P4O15,Na4Ni3P4O15,Ni3P4O15,phosphate_or_NASICON_like,Ni3P4O15,,capacity_grav,C_strict_post_DFT,ExtraTrees,169.6496727063401,155.7491010925994,13.90057161374071,169.6496727063401,,,capacity_grav,ExtraTrees
147,Na1-3FeAsCO7,Na3FeAsCO7,FeAsCO7,transition_metal_oxide_like,FeAsCO7,,capacity_grav,C_strict_post_DFT,ExtraTrees,165.5728782903828,161.3954475728311,4.177430717551687,165.5728782903828,,,capacity_grav,ExtraTrees
148,Na0-1CrO3,NaCrO3,CrO3,transition_metal_oxide_like,CrO3,,capacity_grav,C_strict_post_DFT,ExtraTrees,217.92644610209217,212.1203525126899,5.8060935894022805,217.92644610209217,,,capacity_grav,ExtraTrees
149,Na0-1MnP2O7,NaMnP2O7,MnP2O7,phosphate_or_NASICON_like,MnP2O7,,capacity_grav,C_strict_post_DFT,ExtraTrees,106.4094970483249,108.96402090489156,2.554523856566661,106.4094970483249,,,capacity_grav,ExtraTrees
150,Na0-1CoPO4,NaCoPO4,CoPO4,phosphate_or_NASICON_like,CoPO4,,capacity_grav,C_strict_post_DFT,ExtraTrees,151.51125369018754,152.93874503732866,1.427491347141114,151.51125369018754,,,capacity_grav,ExtraTrees
151,Na0-1NbO3,NaNbO3,NbO3,other_or_unclear,NbO3,,capacity_grav,C_strict_post_DFT,ExtraTrees,163.52901282505945,154.93620981791133,8.59280300714812,163.52901282505945,,,capacity_grav,ExtraTrees
152,Na0-1FeO2,NaFeO2,FeO2,transition_metal_oxide_like,FeO2,,capacity_grav,C_strict_post_DFT,ExtraTrees,241.8173602047862,239.93560133645764,1.8817588683285749,241.8173602047862,,,capacity_grav,ExtraTrees
153,Na0-1Cu(PO3)3,NaCu(PO3)3,Cu(PO3)3,phosphate_or_NASICON_like,Cu(PO3)3,,capacity_grav,C_strict_post_DFT,ExtraTrees,82.86085635320941,84.05502956589748,1.1941732126880709,82.86085635320941,,,capacity_grav,ExtraTrees
154,Na0-1Fe(SiO3)2,NaFe(SiO3)2,Fe(SiO3)2,silicate_like,Fe(SiO3)2,,capacity_grav,C_strict_post_DFT,ExtraTrees,116.02263835400416,113.76143647267938,2.26120188132478,116.02263835400416,,,capacity_grav,ExtraTrees
155,Na0-0.5FeO2,Na(FeO2)2,FeO2,transition_metal_oxide_like,FeO2,,capacity_grav,C_strict_post_DFT,ExtraTrees,134.8995169529954,134.6853707084178,0.2141462445776198,134.8995169529954,,,capacity_grav,ExtraTrees
156,Na0-3ClO,Na3ClO,ClO,other_or_unclear,ClO,,capacity_grav,C_strict_post_DFT,ExtraTrees,667.6906089300957,333.9865736079712,333.70403532212447,667.6906089300957,,,capacity_grav,ExtraTrees
157,Na0-0.5CrO2,NaCr2O4,CrO2,transition_metal_oxide_like,CrO2,,capacity_grav,C_strict_post_DFT,ExtraTrees,140.33690224774546,142.38484490774368,2.047942659998228,140.33690224774546,,,capacity_grav,ExtraTrees
158,Na0-1SbO3,NaSbO3,SbO3,other_or_unclear,SbO3,,capacity_grav,C_strict_post_DFT,ExtraTrees,139.0493567609528,125.83987439722948,13.20948236372334,139.0493567609528,,,capacity_grav,ExtraTrees
159,Na0-1Rb2CuF6,Rb2NaCuF6,Rb2CuF6,other_or_unclear,Rb2CuF6,,capacity_grav,C_strict_post_DFT,ExtraTrees,72.15138131713087,73.1923366037326,1.040955286601729,72.15138131713087,,,capacity_grav,ExtraTrees
160,Na0-1SbO3,NaSbO3,SbO3,other_or_unclear,SbO3,,capacity_grav,C_strict_post_DFT,ExtraTrees,139.0493567609528,139.80701687106577,0.7576601101129654,139.0493567609528,,,capacity_grav,ExtraTrees
161,Na0-1CuO2,NaCuO2,CuO2,transition_metal_oxide_like,CuO2,,capacity_grav,C_strict_post_DFT,ExtraTrees,226.1068758941872,221.18486767372227,4.922008220464932,226.1068758941872,,,capacity_grav,ExtraTrees
162,Na0-3Li3Mn2P2(CO7)2,Na3Li3Mn2P2(CO7)2,Li3Mn2P2(CO7)2,phosphate_or_NASICON_like,Li3Mn2P2(CO7)2,,capacity_grav,C_strict_post_DFT,ExtraTrees,157.7705659753254,153.62539027723838,4.14517569808703,157.7705659753254,,,capacity_grav,ExtraTrees
163,Na0-1NiO2,NaNiO2,NiO2,transition_metal_oxide_like,NiO2,,capacity_grav,C_strict_post_DFT,ExtraTrees,235.758417232829,228.00421680430105,7.75420042852798,235.758417232829,,,capacity_grav,ExtraTrees
164,Na0-1FeO2,NaFeO2,FeO2,transition_metal_oxide_like,FeO2,,capacity_grav,C_strict_post_DFT,ExtraTrees,241.8173602047862,237.8268407499004,3.990519454885799,241.8173602047862,,,capacity_grav,ExtraTrees
165,Na0-1Cu(PO3)3,NaCu(PO3)3,Cu(PO3)3,phosphate_or_NASICON_like,Cu(PO3)3,,capacity_grav,C_strict_post_DFT,ExtraTrees,82.86085635320941,83.412957055379,0.5521007021695823,82.86085635320941,,,capacity_grav,ExtraTrees
166,Na0-1FeP2O7,NaFeP2O7,FeP2O7,phosphate_or_NASICON_like,FeP2O7,,capacity_grav,C_strict_post_DFT,ExtraTrees,106.02770516065304,104.59193502304232,1.4357701376107173,106.02770516065304,,,capacity_grav,ExtraTrees
167,Na0-1Cr3O8,NaCr3O8,Cr3O8,transition_metal_oxide_like,Cr3O8,,capacity_grav,C_strict_post_DFT,ExtraTrees,87.30884356226281,84.6804631637351,2.6283803985277103,87.30884356226281,,,capacity_grav,ExtraTrees
168,Na0-3Li3Mn2P2(CO7)2,Na3Li3Mn2P2(CO7)2,Li3Mn2P2(CO7)2,phosphate_or_NASICON_like,Li3Mn2P2(CO7)2,,capacity_grav,C_strict_post_DFT,ExtraTrees,157.7705659753254,149.66951047743314,8.101055497892276,157.7705659753254,,,capacity_grav,ExtraTrees
169,Na0-1CrO2,NaCrO2,CrO2,transition_metal_oxide_like,CrO2,,capacity_grav,C_strict_post_DFT,ExtraTrees,250.5170257171999,255.29870410338293,4.781678386183017,250.5170257171999,,,capacity_grav,ExtraTrees
170,Na0-1V(NF3)2,NaV(NF3)2,V(NF3)2,other_or_unclear,V(NF3)2,,capacity_grav,C_strict_post_DFT,ExtraTrees,124.11823077955326,144.81698693344504,20.69875615389178,124.11823077955326,,,capacity_grav,ExtraTrees
171,Na0-1Rb2CrF6,Rb2NaCrF6,Rb2CrF6,other_or_unclear,Rb2CrF6,,capacity_grav,C_strict_post_DFT,ExtraTrees,74.46678479711632,74.04671803853431,0.4200667585820099,74.46678479711632,,,capacity_grav,ExtraTrees
172,Na0-9Mn15O32,Na9Mn15O32,Mn15O32,transition_metal_oxide_like,Mn15O32,,capacity_grav,C_strict_post_DFT,ExtraTrees,156.33161218606645,163.29581890462447,6.964206718558017,156.33161218606645,,,capacity_grav,ExtraTrees
173,Na0-1LiMnPCO7,NaLiMnPCO7,LiMnPCO7,phosphate_or_NASICON_like,LiMnPCO7,,capacity_grav,C_strict_post_DFT,ExtraTrees,111.74310762854812,111.14282163779036,0.6002859907577687,111.74310762854812,,,capacity_grav,ExtraTrees
174,Na0-1NiO2,NaNiO2,NiO2,transition_metal_oxide_like,NiO2,,capacity_grav,C_strict_post_DFT,ExtraTrees,235.758417232829,211.18708190172632,24.571335331102688,235.758417232829,,,capacity_grav,ExtraTrees
175,Na0-1Cr(SiO3)2,NaCr(SiO3)2,Cr(SiO3)2,silicate_like,Cr(SiO3)2,,capacity_grav,C_strict_post_DFT,ExtraTrees,117.98853360251267,118.16524677183531,0.1767131693226531,117.98853360251267,,,capacity_grav,ExtraTrees
176,Na0-2Ni3(P2O7)2,Na2Ni3(P2O7)2,Ni3(P2O7)2,phosphate_or_NASICON_like,Ni3(P2O7)2,,capacity_grav,C_strict_post_DFT,ExtraTrees,94.04913085642455,99.12403975762447,5.074908901199933,94.04913085642455,,,capacity_grav,ExtraTrees
177,Na0-3Li3Fe2P2(CO7)2,Na3Li3Fe2P2(CO7)2,Li3Fe2P2(CO7)2,phosphate_or_NASICON_like,Li3Fe2P2(CO7)2,,capacity_grav,C_strict_post_DFT,ExtraTrees,157.21100860251266,150.92460978611203,6.286398816400634,157.21100860251266,,,capacity_grav,ExtraTrees
178,Na0-1MnO2,NaMnO2,MnO2,transition_metal_oxide_like,MnO2,,capacity_grav,C_strict_post_DFT,ExtraTrees,243.81248636564385,246.2129162737374,2.4004299080935425,243.81248636564385,,,capacity_grav,ExtraTrees
179,Na0-4Ni7(PO4)6,Na4Ni7(PO4)6,Ni7(PO4)6,phosphate_or_NASICON_like,Ni7(PO4)6,,capacity_grav,C_strict_post_DFT,ExtraTrees,99.94575973892462,95.37761124254794,4.568148496376679,99.94575973892462,,,capacity_grav,ExtraTrees
180,Na0-1K2MnF6,K2NaMnF6,K2MnF6,other_or_unclear,K2MnF6,,capacity_grav,C_strict_post_DFT,ExtraTrees,99.222544723181,99.52463962166117,0.3020948984801492,99.222544723181,,,capacity_grav,ExtraTrees
181,Na0-1Rb2CoF6,Rb2NaCoF6,Rb2CoF6,other_or_unclear,Rb2CoF6,,capacity_grav,C_strict_post_DFT,ExtraTrees,73.05862180977002,75.22241276528634,2.163790955516319,73.05862180977002,,,capacity_grav,ExtraTrees
182,Na0-2LiVF6,Na2LiVF6,LiVF6,other_or_unclear,LiVF6,,capacity_grav,C_strict_post_DFT,ExtraTrees,246.0516757161408,213.09816633134523,32.95350938479555,246.0516757161408,,,capacity_grav,ExtraTrees
183,Na0-1Ni(PO3)3,NaNi(PO3)3,Ni(PO3)3,phosphate_or_NASICON_like,Ni(PO3)3,,capacity_grav,C_strict_post_DFT,ExtraTrees,84.12291468287461,85.27750468299328,1.1545900001186735,84.12291468287461,,,capacity_grav,ExtraTrees
184,Na0-1Mn2P2O9,NaMn2P2O9,Mn2P2O9,phosphate_or_NASICON_like,Mn2P2O9,,capacity_grav,C_strict_post_DFT,ExtraTrees,79.10522321787923,80.13150690494219,1.026283687062957,79.10522321787923,,,capacity_grav,ExtraTrees
185,Na0-2LiFe(Si2O5)3,Na2LiFe(Si2O5)3,LiFe(Si2O5)3,silicate_like,LiFe(Si2O5)3,,capacity_grav,C_strict_post_DFT,ExtraTrees,103.62675219567404,104.60203330047972,0.9752811048056742,103.62675219567404,,,capacity_grav,ExtraTrees
186,Na1-2Cu(PO3)4,Na2Cu(PO3)4,Cu(PO3)4,phosphate_or_NASICON_like,Cu(PO3)4,,capacity_grav,C_strict_post_DFT,ExtraTrees,63.00102909804375,83.07292777808641,20.071898680042658,63.00102909804375,,,capacity_grav,ExtraTrees
187,Na0-1Rb2NiF6,Rb2NaNiF6,Rb2NiF6,other_or_unclear,Rb2NiF6,,capacity_grav,C_strict_post_DFT,ExtraTrees,73.10640864318114,73.16490263988062,0.0584939966994824,73.10640864318114,,,capacity_grav,ExtraTrees
188,Na0.5-1C,NaC,C,carbon_or_organic_like,C,,capacity_grav,C_strict_post_DFT,ExtraTrees,382.87316851318354,334.64864390787466,48.224524605308886,382.87316851318354,,,capacity_grav,ExtraTrees
189,Na0-1Cr2P2O9,NaCr2P2O9,Cr2P2O9,phosphate_or_NASICON_like,Cr2P2O9,,capacity_grav,C_strict_post_DFT,ExtraTrees,80.50327893458578,80.01786488168028,0.4854140529054973,80.50327893458578,,,capacity_grav,ExtraTrees
190,Na1-2NiCSO7,Na2NiCSO7,NiCSO7,sulfate_like,NiCSO7,,capacity_grav,C_strict_post_DFT,ExtraTrees,102.7883136966566,103.86903276553744,1.0807190688808532,102.7883136966566,,,capacity_grav,ExtraTrees
191,Na0-1CoO2,NaCoO2,CoO2,transition_metal_oxide_like,CoO2,,capacity_grav,C_strict_post_DFT,ExtraTrees,235.2621671087404,229.0673198165428,6.194847292197636,235.2621671087404,,,capacity_grav,ExtraTrees
192,Na1.5-2.5NiPCO7,Na5Ni2P2(CO7)2,NiPCO7,phosphate_or_NASICON_like,NiPCO7,,capacity_grav,C_strict_post_DFT,ExtraTrees,98.84444186871173,87.51357799960901,11.330863869102714,98.84444186871173,,,capacity_grav,ExtraTrees
193,Na4-6Ni2C4SO16,Na6Ni2C4SO16,Ni2C4SO16,sulfate_like,Ni2C4SO16,,capacity_grav,C_strict_post_DFT,ExtraTrees,90.63378747413866,91.73223644638314,1.0984489722444837,90.63378747413866,,,capacity_grav,ExtraTrees
194,Na1-2CrAsCO7,Na2CrAsCO7,CrAsCO7,transition_metal_oxide_like,CrAsCO7,,capacity_grav,C_strict_post_DFT,ExtraTrees,90.26993487974453,98.85226193523536,8.582327055490822,90.26993487974453,,,capacity_grav,ExtraTrees
195,Na0-0.5CrO2,NaCr2O4,CrO2,transition_metal_oxide_like,CrO2,,capacity_grav,C_strict_post_DFT,ExtraTrees,140.33690224774546,147.80068694068902,7.463784692943562,140.33690224774546,,,capacity_grav,ExtraTrees
196,Na3-5Bi(P2O7)2,Na5Bi(P2O7)2,Bi(P2O7)2,phosphate_or_NASICON_like,Bi(P2O7)2,,capacity_grav,C_strict_post_DFT,ExtraTrees,79.78817223221652,73.03419702419146,6.753975208025068,79.78817223221652,,,capacity_grav,ExtraTrees
197,Na0-1CoO2,NaCoO2,CoO2,transition_metal_oxide_like,CoO2,,capacity_grav,C_strict_post_DFT,ExtraTrees,235.2621671087404,233.9907549763637,1.2714121323767529,235.2621671087404,,,capacity_grav,ExtraTrees
198,Na0-1CuO,NaCuO,CuO,transition_metal_oxide_like,CuO,,capacity_grav,C_strict_post_DFT,ExtraTrees,261.3881786470279,233.2904177856561,28.097760861371825,261.3881786470279,,,capacity_grav,ExtraTrees
199,Na0-1Fe(GeO3)2,NaFe(GeO3)2,Fe(GeO3)2,transition_metal_oxide_like,Fe(GeO3)2,,capacity_grav,C_strict_post_DFT,ExtraTrees,83.72554199107229,86.06887550193586,2.343333510863573,83.72554199107229,,,capacity_grav,ExtraTrees
200,Na0-2Ti3Cr(PO4)6,Na2Ti3Cr(PO4)6,Ti3Cr(PO4)6,phosphate_or_NASICON_like,Ti3Cr(PO4)6,,capacity_grav,C_strict_post_DFT,ExtraTrees,66.0619232140528,64.55673895738475,1.505184256668045,66.0619232140528,,,capacity_grav,ExtraTrees
201,Na4-6Ni2P(CO4)4,Na6Ni2P(CO4)4,Ni2P(CO4)4,phosphate_or_NASICON_like,Ni2P(CO4)4,,capacity_grav,C_strict_post_DFT,ExtraTrees,90.80132535062172,92.5463951189815,1.7450697683597696,90.80132535062172,,,capacity_grav,ExtraTrees
202,Na4-6Co2C4SO16,Na6Co2C4SO16,Co2C4SO16,sulfate_like,Co2C4SO16,,capacity_grav,C_strict_post_DFT,ExtraTrees,90.56035138236284,92.51101667743856,1.9506652950757088,90.56035138236284,,,capacity_grav,ExtraTrees
203,Na0-1Mn(SiO3)2,NaMn(SiO3)2,Mn(SiO3)2,silicate_like,Mn(SiO3)2,,capacity_grav,C_strict_post_DFT,ExtraTrees,116.47995908663056,115.25123441430034,1.228724672330216,116.47995908663056,,,capacity_grav,ExtraTrees
204,Na0-1VF3,NaVF3,VF3,other_or_unclear,VF3,,capacity_grav,C_strict_post_DFT,ExtraTrees,204.70634645210808,201.8083833760306,2.897963076077474,204.70634645210808,,,capacity_grav,ExtraTrees
205,Na1-2CoCSO7,Na2CoCSO7,CoCSO7,sulfate_like,CoCSO7,,capacity_grav,C_strict_post_DFT,ExtraTrees,102.69387073607363,112.59593882148042,9.902068085406782,102.69387073607363,,,capacity_grav,ExtraTrees
206,Na0-1MnAsO4,NaMnAsO4,MnAsO4,transition_metal_oxide_like,MnAsO4,,capacity_grav,C_strict_post_DFT,ExtraTrees,123.59626547938969,129.74494889450827,6.148683415118583,123.59626547938969,,,capacity_grav,ExtraTrees
207,Na0-1Rb2VF6,Rb2NaVF6,Rb2VF6,other_or_unclear,Rb2VF6,,capacity_grav,C_strict_post_DFT,ExtraTrees,74.68562575079928,73.5727315352809,1.1128942155183807,74.68562575079928,,,capacity_grav,ExtraTrees
208,Na0-1CrS2,NaCrS2,CrS2,other_or_unclear,CrS2,,capacity_grav,C_strict_post_DFT,ExtraTrees,192.65581478285748,195.5523490093385,2.8965342264810374,192.65581478285748,,,capacity_grav,ExtraTrees
209,Na1.5-2.5NiPCO7,Na5Ni2P2(CO7)2,NiPCO7,phosphate_or_NASICON_like,NiPCO7,,capacity_grav,C_strict_post_DFT,ExtraTrees,98.84444186871173,85.67254234708963,13.171899521622096,98.84444186871173,,,capacity_grav,ExtraTrees
210,Na1-3BiF6,Na3BiF6,BiF6,other_or_unclear,BiF6,,capacity_grav,C_strict_post_DFT,ExtraTrees,136.76313955283598,160.05075443330725,23.287614880471267,136.76313955283598,,,capacity_grav,ExtraTrees
211,Na0-1Ni2P3O10,NaNi2P3O10,Ni2P3O10,phosphate_or_NASICON_like,Ni2P3O10,,capacity_grav,C_strict_post_DFT,ExtraTrees,68.1465450798183,68.22020332230136,0.0736582424830629,68.1465450798183,,,capacity_grav,ExtraTrees
212,Na4-6Co2P(CO4)4,Na6Co2P(CO4)4,Co2P(CO4)4,phosphate_or_NASICON_like,Co2P(CO4)4,,capacity_grav,C_strict_post_DFT,ExtraTrees,90.72761762293992,92.54148535123063,1.813867728290731,90.72761762293992,,,capacity_grav,ExtraTrees
213,Na0-0.5CrO2,NaCr2O4,CrO2,transition_metal_oxide_like,CrO2,,capacity_grav,C_strict_post_DFT,ExtraTrees,140.33690224774546,138.9006293761175,1.4362728716279491,140.33690224774546,,,capacity_grav,ExtraTrees
214,Na0-0.5FeO2,Na(FeO2)2,FeO2,transition_metal_oxide_like,FeO2,,capacity_grav,C_strict_post_DFT,ExtraTrees,134.8995169529954,135.05002385057514,0.1505068975797314,134.8995169529954,,,capacity_grav,ExtraTrees
